product_id,product_name,brand,category,subcategory,shade_group,seasonality,status,stock_status,private_label,price_eur,pack_size,attributes,channel_revenue_eur_12w,channel_units_sold_12w,channel_margin_pct,channel_sales_trend_12w_pct,market_revenue_eur_12w,market_units_sold_12w,market_sales_trend_12w_pct
HC0001,Schwarzkopf Brilliance Icy Plum Winter Edition,Schwarzkopf,Beauty > Hair Coloration,Permanent Color,Winter,Winter,aktiv,in_stock,False,15.23,200 ml,grey coverage; oil-infused,12850.0,843,0.348,-0.99,181000.0,11884,0.18
HC0216,Herbatint Vegetal Color Pearl Blonde,Herbatint,Beauty > Hair Coloration,Permanent Color,Ash Blonde,Evergreen,aktiv,low_stock,False,13.19,150 ml,ammonia-free; salon inspired,3954.45,270,0.195,0.404,82945.82,6879,0.464
HC0217,Syoss Root Retoucher Mocha Brown,Syoss,Beauty > Hair Coloration,Root Touch-Up,Dark Brown,Evergreen,aktiv,in_stock,False,13.12,200 ml,spray; 10 minute,6323.76,460,0.332,-0.382,145581.34,10717,-0.408
HC0218,Naturtint Permanent Hair Color Almond Brown,Naturtint,Beauty > Hair Coloration,Permanent Color,Light Brown,Evergreen,aktiv,out_of_stock,False,6.07,1 kit,grey coverage; oil-infused,22200.39,4371,0.424,-0.134,420172.48,64322,-0.125
HC0219,Crazy Color Semi Permanent Pearl Silver,Crazy Color,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Silver/Grey,Evergreen,aktiv,in_stock,False,18.69,60 ml,no peroxide; wash-out,3199.25,165,0.435,-0.439,85118.44,4791,-0.547
HC0220,Crazy Color Semi Permanent Ultra Violet,Crazy Color,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Vivid,Evergreen,aktiv,low_stock,False,14.99,100 ml,no peroxide; high pigment,3094.81,241,0.438,0.031,48860.17,3777,0.077
HC0221,Manic Panic Classic Cream Light Blonde,Manic Panic,Beauty > Hair Coloration,Bleach / Lightener,Blonde,Evergreen,aktiv,low_stock,False,9.06,200 ml,cream bleach; blue powder,1816.15,238,0.192,0.534,46925.04,4797,0.58
HC0222,Goldwell Topchic Warm Auburn,Goldwell,Beauty > Hair Coloration,Permanent Color,Auburn,Evergreen,aktiv,in_stock,False,16.78,200 ml,salon inspired; grey coverage,8949.44,474,0.491,0.463,87685.39,6026,0.443
HC0223,John Frieda Defy Grey Mushroom Brown,John Frieda,Beauty > Hair Coloration,Permanent Color,Light Brown,Evergreen,inaktiv,in_stock,False,15.65,2 x 1 kit,ammonia-free; multi-application,0.0,0,0.198,0.398,17323.24,1040,0.532
HC0224,Schwarzkopf Live Mahogany Auburn,Schwarzkopf,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Auburn,Evergreen,aktiv,in_stock,False,8.5,60 ml,direct dye; wash-out,37.33,4,0.32,-0.132,12731.78,1337,-0.261
HC0225,ZenBeauty Private Label Color Studio Graphite,ZenBeauty Private Label,Beauty > Hair Coloration,Permanent Color,Silver/Grey,Evergreen,aktiv,low_stock,True,4.24,100 ml,oil-infused; grey coverage,7474.48,1924,0.506,-0.252,176610.57,41679,-0.159
HC0226,Wella Shinefinity Sunlit Peach,Wella,Beauty > Hair Coloration,Toner / Gloss,Summer,Summer,aktiv,in_stock,False,21.72,200 ml,shine boost; clear gloss,971.58,40,0.312,0.411,17017.86,950,0.348
HC0227,Directions Pastel Toner Mocha Brown,Directions,Beauty > Hair Coloration,Root Touch-Up,Dark Brown,Evergreen,aktiv,low_stock,False,5.98,150 ml,temporary; brush-on,1841.65,328,0.57,-0.066,31619.51,5533,-0.123
HC0228,Bleach London White Toner Cool Ash Blonde,Bleach London,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Ash Blonde,Evergreen,aktiv,in_stock,False,12.82,200 ml,vegan; wash-out,2478.64,229,0.223,0.364,54793.93,3553,0.462
HC0229,John Frieda Defy Grey Icy Plum,John Frieda,Beauty > Hair Coloration,Toner / Gloss,Winter,Winter,aktiv,out_of_stock,False,6.65,200 ml,shine boost; colour refresh,2370.67,374,0.302,0.493,49019.36,8926,0.47
HC0230,ZenBeauty Private Label Color Studio Mushroom Brown,ZenBeauty Private Label,Beauty > Hair Coloration,Men's Color,Light Brown,Evergreen,aktiv,in_stock,True,8.09,1 kit,beard compatible; grey blending,205.03,24,0.562,0.212,11767.22,1414,0.203
HC0231,ZenBeauty Private Label Color Studio Ruby Red,ZenBeauty Private Label,Beauty > Hair Coloration,Permanent Color,Red,Evergreen,aktiv,in_stock,True,6.42,2 x 1 kit,salon inspired; oil-infused,1655.88,257,0.564,0.0,45268.15,6211,-0.052
HC0232,Herbatint Royal Cream Spiced Copper,Herbatint,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Copper,Evergreen,aktiv,low_stock,False,12.73,1 kit,high pigment; vegan,3641.49,341,0.492,0.015,42717.85,4169,-0.137
HC0233,Bleach London Super Cool Colour Pearl Blonde,Bleach London,Beauty > Hair Coloration,Toner / Gloss,Ash Blonde,Evergreen,aktiv,in_stock,False,11.29,1 kit,bonding; brass neutralising,2277.88,191,0.549,0.299,68967.91,4984,0.381
HC0234,ZenBeauty Private Label Root Fix Coral Rose,ZenBeauty Private Label,Beauty > Hair Coloration,Permanent Color,Summer,Summer,aktiv,low_stock,True,4.37,1 kit,grey coverage; ammonia-free,15649.63,3800,0.591,-0.08,169532.42,46924,-0.197
HC0235,eSalon Camo Mist Sunlit Peach,eSalon,Beauty > Hair Coloration,Men's Color,Summer,Summer,aktiv,low_stock,False,22.8,100 ml,foam; natural finish,707.5,34,0.247,-0.051,21092.95,788,-0.123
